time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2015-05-02T08:30:35.460Z,37.1174,-98.015,7.24,2.7,mb_lg,,62,0.064,0.51,us,us20002b22,2015-07-19T23:09:29.910Z,"4km SSE of Anthony, Kansas",earthquake,2.8,6.7,0.074,47,reviewed,us,us
2015-05-02T04:10:30.700Z,36.5189,-98.0978,6.548,2.8,ml,,83,,0.66,us,us20002de8,2015-07-09T22:00:06.040Z,"15km E of Helena, Oklahoma",earthquake,2.8,7.5,,,reviewed,tul,tul
2015-05-02T01:13:57.500Z,36.6426,-97.6427,5.703,2.8,ml,,76,,0.51,us,us20002dxx,2015-07-09T22:00:05.040Z,"19km SSE of Medford, Oklahoma",earthquake,1.5,7.9,,,reviewed,tul,tul
2015-05-01T23:41:31.250Z,36.218,-89.4131667,6.93,2.88,md,42,55,0.01351,0.13,nm,nm60099616,2015-07-09T22:00:05.040Z,"8km SE of Ridgely, Tennessee",earthquake,0.16,0.34,0.205,37,reviewed,nm,nm
2015-05-01T19:16:27.300Z,36.9412,-97.6363,4.784,2.8,ml,,56,,0.62,us,us20002be5,2015-07-09T22:00:05.040Z,"10km SSW of Caldwell, Kansas",earthquake,1.2,6.4,,,reviewed,tul,tul
2015-05-01T14:04:05.600Z,36.511,-98.9808,5,2.9,ml,,221,,0.43,us,us20002be0,2015-07-09T22:00:05.040Z,"21km ENE of Mooreland, Oklahoma",earthquake,2.7,2,,,reviewed,tul,tul
2015-05-01T13:40:04.700Z,36.0506,-96.8775,4.627,2.9,ml,,62,,0.69,us,us20002b1b,2015-07-09T22:00:05.040Z,"12km NW of Cushing, Oklahoma",earthquake,1.4,6.4,,,reviewed,tul,tul
2015-05-01T08:17:33.300Z,36.5207,-98.9883,5,2.5,ml,,230,,0.47,us,us20002be2,2015-07-09T22:00:04.040Z,"21km ENE of Mooreland, Oklahoma",earthquake,3.1,1.9,,,reviewed,tul,tul
2015-05-01T07:32:54.900Z,36.5224,-98.991,4.2,3.8,mwr,,,,0.84,us,us20002am2,2015-07-09T22:00:04.040Z,"21km ENE of Mooreland, Oklahoma",earthquake,4.3,6.3,0.056,31,reviewed,tul,us
2015-05-01T07:26:29.400Z,35.8126,-97.2417,4.186,3.1,ml,,65,,0.63,us,us20002am1,2015-07-09T22:00:04.040Z,"14km S of Langston, Oklahoma",earthquake,1.3,6.2,,,reviewed,tul,tul
2015-05-01T00:27:59.100Z,36.5248,-98.0897,5.89,2.5,ml,,96,,0.4,us,us20002bdz,2015-07-09T22:00:04.040Z,"16km E of Helena, Oklahoma",earthquake,1.9,7.5,,,reviewed,tul,tul
2015-04-30T18:04:43.000Z,35.8186,-97.4497,4.512,2.9,ml,,69,,0.78,us,us20002ak4,2015-07-09T22:00:04.040Z,"7km SSW of Guthrie, Oklahoma",earthquake,1.5,6.6,,,reviewed,tul,tul
2015-04-30T05:57:05.200Z,36.5591,-98.1497,6.036,2.6,ml,,94,,0.93,us,us20002aec,2015-07-09T22:00:03.040Z,"10km E of Helena, Oklahoma",earthquake,3.4,3.7,,,reviewed,tul,tul
2015-04-30T03:39:13.400Z,36.3593,-97.372,7.657,2.7,ml,,76,,0.25,us,us20002ae2,2015-07-09T22:00:03.040Z,"10km NW of Perry, Oklahoma",earthquake,1.4,2.8,,,reviewed,tul,tul
2015-04-30T03:23:24.600Z,35.7461,-97.3811,5,2.7,ml,,66,,0.7,us,us20002ady,2015-07-09T22:00:03.040Z,"13km NE of Edmond, Oklahoma",earthquake,1.3,7.4,,,reviewed,tul,tul
2015-04-29T20:30:58.000Z,36.2845,-97.5163,8.843,3,ml,,113,,0.76,us,us20002aa7,2015-07-03T00:23:47.040Z,"20km W of Perry, Oklahoma",earthquake,3.2,7.2,,,reviewed,tul,tul
2015-04-29T17:10:28.900Z,36.347,-97.0749,5,2.8,ml,,57,,0.47,us,us20002a8v,2015-07-03T00:23:47.040Z,"20km ENE of Perry, Oklahoma",earthquake,1.2,2,,,reviewed,tul,tul
2015-04-29T16:42:26.600Z,36.2841,-97.5182,5.661,3.8,mwr,,88,,0.83,us,us20002a7w,2015-07-03T00:23:47.040Z,"20km W of Perry, Oklahoma",earthquake,2.7,6,0.038,66,reviewed,tul,us
2015-04-29T15:06:15.100Z,36.1825,-97.3258,4.439,3.1,ml,,82,,0.5,us,us20002a78,2015-07-03T00:23:47.040Z,"12km SSW of Perry, Oklahoma",earthquake,1.7,7.9,,,reviewed,tul,tul
2015-04-29T07:01:53.000Z,37.0114,-97.9176,5.75,2.5,mb_lg,,74,0.065,0.53,us,us20002aaw,2015-07-19T23:08:29.500Z,"18km SSE of Anthony, Kansas",earthquake,3.5,7.1,0.117,19,reviewed,us,us
2015-04-29T05:25:53.200Z,35.7442,-97.3829,5.696,3.2,ml,,52,,0.64,us,us20002a1y,2015-07-03T00:23:47.040Z,"13km NE of Edmond, Oklahoma",earthquake,5,7.4,,,reviewed,tul,tul
2015-04-29T01:21:42.200Z,36.8175,-97.8075,5,2.6,ml,,63,,0.57,us,us20002a14,2015-07-03T00:23:46.040Z,"6km W of Medford, Oklahoma",earthquake,0.9,7.7,,,reviewed,tul,tul
2015-04-28T22:18:54.480Z,37.0208,-97.896,7.74,3.6,mwr,,16,0.083,0.79,us,us20002a09,2015-07-19T23:07:57.470Z,"18km SE of Anthony, Kansas",earthquake,4.5,3.7,0.057,30,reviewed,us,us
2015-04-28T21:03:25.500Z,36.027,-97.6357,2.03,2.6,ml,,111,,0.66,us,us20002a7v,2015-07-03T00:23:46.040Z,"9km NNW of Crescent, Oklahoma",earthquake,1.1,8.2,,,reviewed,tul,tul
2015-04-28T20:59:47.300Z,36.2827,-97.5113,5.673,3.3,ml,,126,,0.56,us,us200029zi,2015-07-03T00:23:46.040Z,"20km W of Perry, Oklahoma",earthquake,1.7,6.9,,,reviewed,tul,tul
2015-04-28T16:40:01.100Z,36.5751,-97.4298,7.999,2.5,ml,,73,,0.19,us,us200029yr,2015-07-03T00:23:46.040Z,"15km SW of Tonkawa, Oklahoma",earthquake,1.3,7.5,,,reviewed,tul,tul
2015-04-28T15:04:31.900Z,36.423,-97.7763,7.959,2.6,ml,,98,,0.3,us,us200029x2,2015-07-03T00:23:45.040Z,"9km ENE of Enid, Oklahoma",earthquake,1.4,7,,,reviewed,tul,tul
2015-04-28T00:58:15.800Z,35.9219,-97.3384,5,2.7,ml,,69,,0.78,us,us200029rv,2015-07-03T00:23:45.040Z,"7km WSW of Langston, Oklahoma",earthquake,1.4,2,,,reviewed,tul,tul
2015-04-28T00:20:25.500Z,36.558,-98.1517,6.617,3,ml,,94,,0.57,us,us200029rs,2015-07-03T00:23:45.040Z,"10km E of Helena, Oklahoma",earthquake,1.5,6.5,,,reviewed,tul,tul
2015-04-27T22:33:27.400Z,35.9211,-97.3398,5.247,2.8,ml,,99,,0.77,us,us200029wb,2015-07-03T00:23:45.040Z,"8km WSW of Langston, Oklahoma",earthquake,1.5,7.6,,,reviewed,tul,tul
2015-04-27T22:22:17.900Z,35.918,-97.3256,5.279,4.1,mwr,,,,1.22,us,us200029pp,2017-02-03T20:11:21.060Z,"7km WSW of Langston, Oklahoma",earthquake,5,5.6,0.037,71,reviewed,tul,us
2015-04-27T21:22:17.200Z,36.7933,-98.2752,5,2.7,ml,,113,,0.58,us,us200029xg,2015-07-03T00:23:44.040Z,"8km ENE of Cherokee, Oklahoma",earthquake,1.9,1.1,,,reviewed,tul,tul
2015-04-27T14:25:06.200Z,36.6366,-97.646,4.766,2.5,ml,,64,,0.44,us,us200029l3,2015-07-03T00:23:44.040Z,"20km SSE of Medford, Oklahoma",earthquake,1.1,7.4,,,reviewed,tul,tul
2015-04-27T06:23:12.800Z,36.2804,-97.5114,6.789,3.1,ml,,88,,0.67,us,us200029j4,2015-07-03T00:23:43.040Z,"20km W of Perry, Oklahoma",earthquake,1.6,6.7,,,reviewed,tul,tul
2015-04-27T00:23:06.300Z,35.932,-97.395,5.587,2.8,ml,,65,,0.74,us,us200029h9,2015-07-03T00:23:43.040Z,"6km NNE of Guthrie, Oklahoma",earthquake,1.4,0.5,,,reviewed,tul,tul
2015-04-26T22:35:07.800Z,36.705,-97.6348,5.538,2.8,ml,,56,,0.54,us,us200029na,2015-07-03T00:23:43.040Z,"14km SE of Medford, Oklahoma",earthquake,1.3,6.4,,,reviewed,tul,tul
2015-04-26T21:41:23.800Z,36.2682,-97.2915,5.802,2.7,ml,,72,,0.44,us,us200029p6,2015-07-03T00:23:43.040Z,"2km S of Perry, Oklahoma",earthquake,1.1,7,,,reviewed,tul,tul
2015-04-26T20:03:19.800Z,36.6178,-97.7105,6.806,2.6,ml,,65,,0.75,us,us200029yq,2015-07-03T00:23:43.040Z,"21km S of Medford, Oklahoma",earthquake,2,7.9,,,reviewed,tul,tul
2015-04-26T19:07:25.800Z,36.2833,-97.5131,4.953,3.3,mwr,,88,,0.47,us,us200029ex,2015-07-03T00:23:43.040Z,"20km W of Perry, Oklahoma",earthquake,1.7,7.9,0.057,30,reviewed,tul,us
2015-04-26T13:53:39.210Z,35.967,-97.38,6.1,3.1,ml,,,,0.86,us,us200029dg,2015-07-03T00:23:42.040Z,"10km NNE of Guthrie, Oklahoma",earthquake,2.1,7.8,,,reviewed,tul,tul
2015-04-26T11:22:33.400Z,35.59,-97.375,6.5,2.6,ml,,,,0.64,us,us200029gt,2015-07-03T00:23:42.040Z,"7km N of Spencer, Oklahoma",earthquake,3.3,6,,,reviewed,tul,tul
2015-04-26T09:40:41.100Z,35.605,-97.0583,5,2.9,ml,,110,,0.63,us,us200029gs,2015-07-03T00:23:42.040Z,"13km ESE of Luther, Oklahoma",earthquake,2.2,7.1,,,reviewed,tul,tul
2015-04-26T02:43:16.300Z,36.2732,-96.9406,4.877,3,ml,,65,,0.62,us,us200029gj,2015-07-03T00:23:41.040Z,"14km WSW of Pawnee, Oklahoma",earthquake,1.3,7.7,,,reviewed,tul,tul
2015-04-26T02:29:21.600Z,35.971,-97.382,4.7,3,ml,,,,0.58,us,us200029ay,2015-07-03T00:23:41.040Z,"10km NNE of Guthrie, Oklahoma",earthquake,2.3,7.5,,,reviewed,tul,tul
2015-04-26T01:43:58.800Z,36.2821,-96.91,5.015,3,ml,,67,,0.76,us,us200029l2,2015-07-03T00:23:41.040Z,"11km WSW of Pawnee, Oklahoma",earthquake,3.4,7.6,,,reviewed,tul,tul
2015-04-25T23:13:04.300Z,36.4033,-97.3326,7.512,3.4,ml,,73,,0.65,us,us200029n2,2015-07-03T00:23:41.040Z,"13km NNW of Perry, Oklahoma",earthquake,2.5,7.7,,,reviewed,tul,tul
2015-04-25T18:04:32.100Z,36.6221,-97.6584,8.892,2.6,ml,,68,,0.69,us,us200029n9,2015-07-03T00:23:40.040Z,"21km SSE of Medford, Oklahoma",earthquake,1.3,5.5,,,reviewed,tul,tul
2015-04-25T03:17:44.700Z,35.7411,-97.3797,6.169,2.7,ml,,51,,0.52,us,us200029g3,2015-07-03T00:23:38.040Z,"13km NE of Edmond, Oklahoma",earthquake,2.1,1.3,,,reviewed,tul,tul
2015-04-25T01:25:15.900Z,35.8184,-97.4421,4.524,2.7,ml,,69,,0.84,us,us200029fq,2015-07-03T00:23:38.040Z,"6km SSW of Guthrie, Oklahoma",earthquake,1.9,7.7,,,reviewed,tul,tul
2015-04-24T22:23:42.700Z,35.7474,-97.3799,5.461,3.2,ml,,52,,0.48,us,us2000290f,2015-07-03T00:23:38.040Z,"13km NE of Edmond, Oklahoma",earthquake,3.3,6.8,,,reviewed,tul,tul
2015-04-24T12:32:57.900Z,35.585,-97.3725,6.588,3.6,ml,,101,,0.5,us,us200028tf,2015-07-03T00:23:38.040Z,"6km N of Spencer, Oklahoma",earthquake,2.3,4,,,reviewed,tul,tul
2015-04-24T12:01:09.700Z,36.116,-97.58,3.134,3,ml,,,,0.72,us,us200028t8,2015-07-03T00:23:38.040Z,"18km N of Crescent, Oklahoma",earthquake,1.6,7.9,,,reviewed,tul,tul
2015-04-24T09:02:06.900Z,36.5125,-99.0178,5,2.7,ml,,273,,0.49,us,us20002bdx,2015-07-03T00:23:38.040Z,"18km ENE of Mooreland, Oklahoma",earthquake,2.7,2,,,reviewed,tul,tul
2015-04-24T06:16:46.600Z,36.274,-97.463,5.3,3,ml,,,,0.18,us,us10002lrq,2015-07-03T00:23:38.040Z,"15km W of Perry, Oklahoma",earthquake,1.8,10,,,reviewed,tul,tul
2015-04-24T06:15:50.200Z,36.7392,-97.5768,3.53,3.2,mb_lg,,28,0.253,0.41,us,us200028rl,2015-07-03T00:23:38.040Z,"15km ESE of Medford, Oklahoma",earthquake,0.9,7.3,0.05,106,reviewed,us,us
2015-04-24T05:28:59.600Z,36.3545,-97.1009,5.424,2.8,ml,,56,,0.49,us,us200028rh,2015-07-03T00:23:37.040Z,"18km ENE of Perry, Oklahoma",earthquake,1.2,5.5,,,reviewed,tul,tul
2015-04-24T05:11:04.800Z,36.4683,-97.3225,6.791,2.7,ml,,58,,0.3,us,us200028re,2015-07-03T00:23:37.040Z,"20km N of Perry, Oklahoma",earthquake,1,6.6,,,reviewed,tul,tul
2015-04-24T00:47:40.900Z,36.7146,-98.1482,5.822,2.7,ml,,86,,0.61,us,us200028zh,2015-07-03T00:23:37.040Z,"19km ESE of Cherokee, Oklahoma",earthquake,3.2,7.7,,,reviewed,tul,tul
2015-04-23T12:24:33.500Z,36.7485,-98.0174,5.659,2.5,ml,,72,,0.47,us,us200028kk,2015-07-03T00:23:37.040Z,"26km WSW of Medford, Oklahoma",earthquake,1.2,6.1,,,reviewed,tul,tul
2015-04-23T06:20:40.500Z,36.624,-97.6568,5.85,3.7,mwr,,,,0.87,us,us200028ih,2015-11-19T09:58:23.116Z,"21km SSE of Medford, Oklahoma",earthquake,3.5,6.1,0.041,58,reviewed,tul,us
2015-04-23T05:21:31.600Z,36.629,-97.654,6.5,3.4,ml,,,,0.71,us,us20002a68,2015-07-03T00:23:36.040Z,"20km SSE of Medford, Oklahoma",earthquake,1.3,7.3,,,reviewed,tul,tul
2015-04-23T05:20:01.400Z,36.6236,-97.6575,7.098,3,ml,,61,,0.83,us,us200028i7,2015-07-03T00:23:36.040Z,"21km SSE of Medford, Oklahoma",earthquake,2.7,7.7,,,reviewed,tul,tul
2015-04-23T02:21:42.190Z,36.6439,-97.6794,6.45,2.9,ml,,,,0.53,us,us200028hl,2015-07-03T00:23:36.040Z,"18km SSE of Medford, Oklahoma",earthquake,1.2,7.2,,,reviewed,tul,tul
2015-04-23T01:34:30.660Z,36.7251,-97.921,5,2.6,ml,,,,0.44,us,us200028hp,2015-07-03T00:23:36.040Z,"19km WSW of Medford, Oklahoma",earthquake,1.5,4.9,,,reviewed,tul,tul
2015-04-22T22:32:28.700Z,36.7201,-97.9275,5.568,2.5,ml,,57,,0.33,us,us200028ng,2015-06-26T23:16:02.040Z,"19km WSW of Medford, Oklahoma",earthquake,1.4,6.1,,,reviewed,tul,tul
2015-04-22T20:57:04.900Z,36.9428,-97.6334,6.4,3.4,ml,,,,0.45,us,us200028f9,2015-06-26T23:16:02.040Z,"10km SSW of Caldwell, Kansas",earthquake,3.1,7.3,,,reviewed,tul,tul
2015-04-22T20:20:09.900Z,36.719,-98.5813,5,2.9,ml,,131,,0.48,us,us200028eq,2015-06-26T23:16:02.040Z,"12km SE of Alva, Oklahoma",earthquake,4.3,7.9,,,reviewed,tul,tul
2015-04-22T15:33:51.930Z,46.1088,-74.6623,18,2.5,mb_lg,,,,0.68,us,us20002c2v,2015-06-26T23:16:02.040Z,"9km SSW of Mont-Tremblant, Canada",earthquake,1.5,1.7,,,reviewed,ott,ott
2015-04-22T13:48:10.820Z,37.0468,-97.9226,5,2.8,mb_lg,,65,0.073,0.39,us,us200028fi,2015-07-19T23:05:20.580Z,"15km SE of Anthony, Kansas",earthquake,1.3,2,0.078,44,reviewed,us,us
2015-04-22T10:33:04.700Z,36.7699,-97.9989,5.978,2.5,ml,,67,,0.51,us,us200028bz,2015-06-26T23:16:02.040Z,"24km W of Medford, Oklahoma",earthquake,1.3,6.7,,,reviewed,tul,tul
2015-04-22T09:53:07.800Z,36.5219,-98.9998,5,2.7,ml,,,,0,us,us200028at,2015-06-26T23:16:02.040Z,"20km ENE of Mooreland, Oklahoma",earthquake,0,0,,,reviewed,tul,tul
2015-04-22T07:08:38.400Z,36.7008,-97.6828,6.116,2.6,ml,,66,,1.03,us,us200028c0,2015-06-26T23:16:02.040Z,"12km SSE of Medford, Oklahoma",earthquake,0.9,6.3,,,reviewed,tul,tul
2015-04-22T00:51:14.800Z,36.862,-98.2073,5,2.5,ml,,113,,0.45,us,us200028cb,2015-06-26T23:16:01.040Z,"17km NE of Cherokee, Oklahoma",earthquake,2.1,6.8,,,reviewed,tul,tul
2015-04-21T21:03:20.200Z,36.3471,-97.3885,5.824,2.8,ml,,89,,0.44,us,us200028ee,2015-06-26T23:16:01.040Z,"11km NW of Perry, Oklahoma",earthquake,1.5,7.7,,,reviewed,tul,tul
2015-04-21T19:44:11.600Z,36.3409,-97.0588,3.192,2.6,ml,,83,,0.6,us,us2000288i,2015-06-26T23:16:01.040Z,"21km ENE of Perry, Oklahoma",earthquake,1.5,7.8,,,reviewed,tul,tul
2015-04-21T19:07:19.000Z,36.5097,-99.0476,10.5,2.8,ml,,238,,0.82,us,us20002879,2015-06-26T23:16:01.040Z,"16km ENE of Mooreland, Oklahoma",earthquake,3.9,4.8,,,reviewed,tul,tul
2015-04-21T18:50:59.700Z,36.3275,-97.5284,6.923,2.8,ml,,58,,0.54,us,us20002872,2015-06-26T23:16:01.040Z,"21km W of Perry, Oklahoma",earthquake,1.3,6.8,,,reviewed,tul,tul
2015-04-21T18:42:02.300Z,36.5999,-97.6202,5.416,2.9,ml,,65,,0.44,us,us2000286f,2015-06-26T23:16:01.040Z,"25km SSE of Medford, Oklahoma",earthquake,1.3,6.6,,,reviewed,tul,tul
2015-04-21T14:53:30.700Z,35.5779,-96.9,5.559,2.5,ml,,163,,0.3,us,us20002850,2015-06-26T23:16:01.040Z,"8km N of Meeker, Oklahoma",earthquake,1.1,2.6,,,reviewed,tul,tul
2015-04-21T11:59:22.000Z,36.0275,-97.91,3.458,2.6,ml,,83,,0.67,us,us2000281r,2015-06-26T23:16:00.040Z,"9km S of Hennessey, Oklahoma",earthquake,1.7,7.7,,,reviewed,tul,tul
2015-04-21T11:16:46.540Z,47.478,-70.187,11.57,2.9,mb_lg,,,,0.44,us,us2000289u,2015-06-26T23:16:00.040Z,"17km NNW of La Pocatiere, Canada",earthquake,1.2,4.3,,,reviewed,ott,ott
2015-04-21T08:34:58.100Z,36.3314,-97.5204,6.561,2.7,ml,,57,,0.35,us,us20002830,2015-06-26T23:16:00.040Z,"21km WNW of Perry, Oklahoma",earthquake,1.4,7.6,,,reviewed,tul,tul
2015-04-21T05:01:17.600Z,36.3313,-97.5175,6.962,2.7,ml,,57,,0.42,us,us2000281n,2015-06-26T23:16:00.040Z,"21km WNW of Perry, Oklahoma",earthquake,1.4,7.5,,,reviewed,tul,tul
2015-04-21T02:38:56.700Z,36.3446,-97.0808,3.322,2.7,ml,,110,,0.54,us,us2000286g,2015-06-26T23:16:00.040Z,"19km ENE of Perry, Oklahoma",earthquake,1.4,3.2,,,reviewed,tul,tul
2015-04-20T23:01:07.230Z,37.0558333,-97.8141667,3.02,2.52,ml,19,70,0.07028,0.08,ismpkansas,ismpkansas70095813,2015-07-19T23:04:17.110Z,"Kansas",earthquake,0.15,31.61,0.144,19,reviewed,ismp,ismp
2015-04-20T21:22:57.300Z,36.9428,-97.6275,5,2.7,ml,,48,,0.42,us,us200028k4,2015-06-26T23:15:59.040Z,"10km S of Caldwell, Kansas",earthquake,0.8,1.9,,,reviewed,tul,tul
2015-04-20T21:00:28.700Z,36.8153,-97.7616,5.485,2.7,ml,,37,,0.49,us,us200028kg,2015-06-26T23:15:59.040Z,"2km WNW of Medford, Oklahoma",earthquake,1.1,6.5,,,reviewed,tul,tul
2015-04-20T19:45:28.700Z,35.9121,-96.8756,5.407,2.5,ml,,114,,0.53,us,us200028kb,2015-06-26T23:15:59.040Z,"12km SW of Cushing, Oklahoma",earthquake,2.4,2.3,,,reviewed,tul,tul
2015-04-20T18:50:51.000Z,36.8445,-97.878,4.67,2.5,ml,,67,,0.66,us,us200027uw,2015-06-26T23:15:59.040Z,"13km WNW of Medford, Oklahoma",earthquake,1,2.5,,,reviewed,tul,tul
2015-04-20T16:47:52.400Z,36.2649,-97.3625,7.699,2.7,ml,,97,,0.25,us,us200027uq,2015-06-26T23:15:59.040Z,"7km WSW of Perry, Oklahoma",earthquake,1,7.2,,,reviewed,tul,tul
2015-04-20T16:35:44.790Z,36.53,-98.234,5.7,2.5,ml,,,,0.37,us,us2000285e,2015-06-26T23:15:59.040Z,"3km ESE of Helena, Oklahoma",earthquake,1.3,6.3,,,reviewed,tul,tul
2015-04-20T14:38:30.600Z,35.8259,-97.4088,5,2.5,ml,,62,,0.67,us,us200027z1,2015-06-26T23:15:58.040Z,"6km SSE of Guthrie, Oklahoma",earthquake,1.4,1.8,,,reviewed,tul,tul
2015-04-20T12:08:31.400Z,36.849,-97.88,5.3,3.4,mwr,,,,0.72,us,us200027s8,2015-06-26T23:15:58.040Z,"13km WNW of Medford, Oklahoma",earthquake,1.6,7,,12,reviewed,tul,slm
2015-04-20T10:13:46.290Z,46.77,-73.28,18,2.92,ml,39,205,,1.21,ld,ld60090111,2016-05-26T21:29:59.520Z,"southern Quebec, Canada",earthquake,38.98,31.61,0.18,6,reviewed,ld,ld
2015-04-20T01:21:50.600Z,36.9319,-97.9734,3.959,2.7,ml,,96,,0.35,us,us200028us,2015-06-26T23:15:57.040Z,"25km SSE of Anthony, Kansas",earthquake,1.2,4.2,,,reviewed,tul,tul
2015-04-19T22:33:56.050Z,37.0559,-97.9308,8.72,2.6,mb_lg,,65,0.07,0.16,us,us200027pc,2015-07-19T23:03:36.950Z,"14km SE of Anthony, Kansas",earthquake,1.2,3.4,0.104,24,reviewed,us,us
2015-04-19T21:39:43.400Z,36.1486,-96.6815,3.647,2.5,ml,,92,,0.5,us,us200028w0,2015-06-26T23:15:57.040Z,"4km NNE of Yale, Oklahoma",earthquake,2.4,3.4,,,reviewed,tul,tul
2015-04-19T19:56:15.100Z,36.2116,-97.3714,4.124,2.5,ml,,158,,0.35,us,us200028nc,2015-06-26T23:15:57.040Z,"11km SW of Perry, Oklahoma",earthquake,1,7.9,,,reviewed,tul,tul
2015-04-19T11:24:19.600Z,35.917,-97.318,4.459,2.6,ml,,63,,0.64,us,us200028lx,2015-06-26T23:15:57.040Z,"6km WSW of Langston, Oklahoma",earthquake,1.5,7.7,,,reviewed,tul,tul
2015-04-19T06:28:14.400Z,35.9188,-97.3241,5.631,3.5,mwr,,63,,0.97,us,us200027m0,2015-06-26T23:15:56.040Z,"6km WSW of Langston, Oklahoma",earthquake,1.8,5.6,0.078,16,reviewed,tul,us
2015-04-19T05:52:44.000Z,35.9193,-97.3141,3.727,2.6,ml,,66,,0.77,us,us200028wl,2015-06-26T23:15:56.040Z,"6km WSW of Langston, Oklahoma",earthquake,0.8,7.5,,,reviewed,tul,tul
2015-04-19T05:27:14.800Z,35.953,-97.3318,3.16,4.2,mwr,,19,0.185,0.61,us,us200027lp,2017-02-03T20:47:54.743Z,"6km W of Langston, Oklahoma",earthquake,2.7,5.5,0.039,63,reviewed,us,us
2015-04-18T18:36:16.700Z,36.9419,-97.6316,5,2.9,ml,,,,0.45,us,us200027ke,2015-06-26T23:15:56.040Z,"10km SSW of Caldwell, Kansas",earthquake,1.1,2,,,reviewed,tul,tul
2015-04-18T18:34:04.800Z,36.9446,-97.6311,5,3.4,mwr,,49,,0.6,us,us200027ka,2015-06-26T23:15:56.040Z,"9km SSW of Caldwell, Kansas",earthquake,2.4,6.3,0.073,18,reviewed,tul,us
2015-04-18T15:23:13.300Z,35.7368,-97.5498,5.012,2.9,ml,,92,,0.71,us,us200027xr,2015-06-26T23:15:56.040Z,"11km NW of Edmond, Oklahoma",earthquake,1.6,4.6,,,reviewed,tul,tul
2015-04-18T10:40:23.110Z,35.9846,-97.3931,8.06,2.5,mb_lg,,75,0.194,0.33,us,us200027xf,2015-06-26T23:15:56.040Z,"12km NNE of Guthrie, Oklahoma",earthquake,1.3,6.8,0.088,34,reviewed,us,us
2015-04-18T07:08:39.900Z,35.9204,-97.3252,4.69,2.9,ml,,63,,0.69,us,us200027ii,2015-06-26T23:15:55.040Z,"6km WSW of Langston, Oklahoma",earthquake,1.5,7,,,reviewed,tul,tul
2015-04-18T05:59:07.500Z,35.9225,-97.3302,4.401,2.7,ml,,64,,0.83,us,us200027sn,2015-06-26T23:15:55.040Z,"7km WSW of Langston, Oklahoma",earthquake,1.4,7.5,,,reviewed,tul,tul
2015-04-18T00:15:38.600Z,35.9188,-97.3261,3.232,2.5,ml,,80,,0.8,us,us200027se,2015-06-26T23:15:55.040Z,"7km WSW of Langston, Oklahoma",earthquake,1.2,6.9,,,reviewed,tul,tul
2015-04-17T21:08:53.000Z,36.1137,-97.5432,4.815,2.7,ml,,92,,0.63,us,us200028xp,2015-06-26T23:15:55.040Z,"18km NNE of Crescent, Oklahoma",earthquake,1.4,7.5,,,reviewed,tul,tul
2015-04-17T21:01:45.100Z,36.6763,-98.4653,1.965,2.5,ml,,245,,0.4,us,us200028xy,2015-06-26T23:15:55.040Z,"13km SW of Cherokee, Oklahoma",earthquake,1.7,7.7,,,reviewed,tul,tul
2015-04-17T19:15:39.400Z,36.3558,-97.1083,4.284,2.8,ml,,72,,0.59,us,us200027g8,2015-06-26T23:15:55.040Z,"17km ENE of Perry, Oklahoma",earthquake,1.5,6.9,,,reviewed,tul,tul
2015-04-17T16:48:16.300Z,35.9196,-97.3268,5.433,3.4,ml,,64,,0.68,us,us200027d8,2015-06-26T23:15:55.040Z,"7km WSW of Langston, Oklahoma",earthquake,1.4,7.8,,,reviewed,tul,tul
2015-04-17T10:46:54.000Z,36.3289,-97.5237,6.955,2.8,ml,,73,,0.28,us,us200027bp,2015-06-26T23:15:54.040Z,"21km WNW of Perry, Oklahoma",earthquake,0.8,7.6,,,reviewed,tul,tul
2015-04-17T10:42:24.000Z,35.9148,-97.4096,5.977,3.1,ml,,66,,0.55,us,us200027a1,2015-06-26T23:15:54.040Z,"4km NNE of Guthrie, Oklahoma",earthquake,1.6,7.7,,,reviewed,tul,tul
2015-04-17T10:26:03.800Z,35.916,-97.3326,4.889,2.7,ml,,81,,0.7,us,us200027d0,2015-06-26T23:15:54.040Z,"7km WSW of Langston, Oklahoma",earthquake,1.3,7,,,reviewed,tul,tul
2015-04-17T09:37:02.600Z,35.919,-97.3258,5.134,3.3,ml,,64,,0.87,us,us2000278w,2015-06-26T23:15:54.040Z,"6km WSW of Langston, Oklahoma",earthquake,1.7,7.7,,,reviewed,tul,tul
2015-04-17T09:08:05.800Z,35.9226,-97.3308,3.089,3.8,mwr,,64,,0.93,us,us2000278k,2015-06-26T23:15:54.040Z,"7km WSW of Langston, Oklahoma",earthquake,2.2,7,0.037,71,reviewed,tul,us
2015-04-17T08:37:11.200Z,35.9211,-97.33,4.359,3.6,mwr,,73,,0.56,us,us2000278a,2015-06-26T23:15:54.040Z,"7km WSW of Langston, Oklahoma",earthquake,1.7,7.4,0.048,42,reviewed,tul,us
2015-04-17T06:37:52.400Z,36.519,-99.0181,8.291,2.9,ml,,232,,0.9,us,us2000277z,2015-06-26T23:15:54.040Z,"18km ENE of Mooreland, Oklahoma",earthquake,3,6.2,,,reviewed,tul,tul
